"ISO.Code","IMFcode","Country.Name","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49"
"ARG",213,"Argentina",0.0369215647535093,0.0205641190133843,0.0367574728021829,0.0526485486778352,-0.00594814755466899,-0.000111648921922836,0.0618890060441437,-0.0327422037692084,0.0678186804205723,0.0144271013299289,-0.055691898516546,-0.032122922033258,0.0403004450375395,0.0198565010942424,-0.0720986305066873,0.0689999436384507,0.0250125205143128,-0.0197206486120542,-0.0726841748229887,-0.0134765540885429,0.0998095110702195,0.0980746329344147,0.0606404311063748,0.0567227005921396,-0.028865119634677,0.0537935803943483,0.077988784117089,0.0377791032068178,-0.034440891878738,-0.00792113229205427,-0.0450898403469076,-0.115349071178349,0.0846816505186325,0.0864489003954052,0.0848159558956514,0.0773974487154927,0.086247890713814,0.0397708667789463,-0.0610089980340458,0.0964495280167945,0.0583061759247094,-0.0103172950545964,0.0237685459367452,-0.0254472200286067,0.0269453132541031,-0.0210227476570992,0.0263360360414175,-0.0251310495866299,-0.0218669061624084
"BOL",218,"Bolivia",0.049393147332518,0.07665997650005,0.0558051775972537,0.0289718299785022,0.0705611657645608,0.0451127036113412,0.0485159608847336,0.0203190317237247,0.00133256447417907,-0.0138127680456943,0.00920548545135702,-0.0445704741886885,-0.0456527953239085,-0.00603346076624156,-0.00970119666202685,-0.0252241067030461,0.0256809321221994,0.0291607272526679,0.0372037198810737,0.0453027862997395,0.0513061527539413,0.0163518169685997,0.0417800954842029,0.045664989892968,0.0456852713165929,0.0427102307841611,0.0483539510976527,0.0490696275996001,0.0042597922028822,0.0247688300667761,0.0166978106498075,0.0245517278637006,0.0267523957552545,0.0408856009030423,0.0432631963848191,0.0468561787709003,0.0446322750120665,0.059668911060621,0.0330211958888018,0.0404376321970936,0.0507314323335155,0.0499540256670219,0.0657504227627328,0.0531668605548337,0.0474290955100383,0.0417550265547018,0.0410960675910363,0.0413687665739104,0.0219248195073334
"BRA",223,"Brazil",0.107418377526361,0.112792815092496,0.130765048937777,0.0783490149414874,0.0504079162586546,0.0976709934174949,0.048123298211916,0.0485043399766063,0.0654132324923609,0.0882855656685404,-0.0434296705469759,0.00826583595188701,-0.0297378487024762,0.0525924889766785,0.0755618212191518,0.072227728029004,0.0346911974731086,-0.000600159502438302,0.0311108798088533,-0.0444743971061978,0.0102472799243731,-0.00940740486535496,0.0472289039816314,0.0568746913751941,0.0413682677632377,0.0212773006201168,0.0331954515687762,0.000353471926731075,0.00253744205189754,0.0421606247592692,0.0130456397928729,0.0262337361970886,0.0114010017718389,0.0547695005775193,0.0315193001216318,0.0388551412886038,0.0589278139037699,0.0496869200600063,-0.00125899074413915,0.0725832370683115,0.0389746951142822,0.0190295776997473,0.0296056342231843,0.00502684251370233,-0.0361015379055143,-0.0333077109815125,0.0131419836178281,0.0130862131655256,0.0113016788507192
"CHL",228,"Chile",0.0857668806234386,-0.0122058151845419,-0.0572586219168993,0.00969744106853732,-0.138230012677656,0.0345751440986213,0.0940269783320193,0.0789711907266248,0.0795642914185972,0.0764512921810638,0.0602705806063586,-0.146044468750365,-0.0284204236468479,0.0571875828792265,0.0194928323612249,0.0544526031521713,0.0638594750146808,0.0705636401662701,0.100390334479636,0.0363086286382508,0.076682270711574,0.115807920049365,0.0675303032352286,0.0555115084434821,0.10099917668443,0.0715158046237185,0.0639656318437929,0.0317978312974301,-0.00763766015761114,0.0439124066149379,0.0332127297800113,0.0216059398847044,0.0370298046938036,0.0678093818930918,0.0599348534037532,0.0612532705318198,0.0478945941784286,0.0346862913943777,-0.0157725129170867,0.0568042513337446,0.0593131716212199,0.0518192509678208,0.0396529101870353,0.017513162216531,0.0227763267430561,0.0169661338879088,0.0118156685108577,0.0387332353540835,0.0104892335283715
"COL",233,"Colombia",0.0578983512689764,0.0738928503243645,0.0650661254455134,0.0558673984566003,0.0229668324225596,0.0461998960064953,0.0407436959248884,0.0813024713204147,0.0523942745290622,0.0400603641878714,0.0225133750615907,0.00943954349514975,0.0156169759803948,0.0329577359021638,0.0305980094284379,0.0566079177622552,0.0522975635381808,0.0398377496062459,0.0335710164314929,0.0419285539518519,0.0198183475646374,0.0396526257722591,0.0555308338110176,0.0501925448900487,0.0507163294245743,0.0203500713593385,0.033727673722197,0.00568169803660368,-0.0429494555756325,0.0288290681202596,0.0166396915828688,0.0247315473645706,0.038434456464012,0.051956849660348,0.0459915246052276,0.0650090447935305,0.0652089124098012,0.0323069020254749,0.0113319942501349,0.0439658218277419,0.0671715776039186,0.038380241610648,0.0500655881344816,0.044007574716721,0.0291305054649147,0.020658971892626,0.0135020116918501,0.0248421642266354,0.032682095479446
"CRI",238,"Costa Rica",0.0654462959618751,0.0786586454750502,0.0742190166372865,0.0540368768635346,0.0208227566360755,0.0536656420063863,0.0852872705668943,0.0607684399396202,0.0482421215306843,0.00749063149618223,-0.0228544094637382,-0.0756428989420606,0.0281931681597261,0.0772246139167443,0.00717948932231138,0.0538144693710247,0.0465463102394175,0.0338091837849337,0.0551108948827288,0.0349045849570526,0.0223711698590705,0.0879794375715743,0.068476300823427,0.0438949061709426,0.0403883134140646,0.0123022974989802,0.0541560831061059,0.0673006284925126,0.0386758097741051,0.0376153465467066,0.0343093043977074,0.0323873629973903,0.0416741977238217,0.042451731837609,0.0379784128590153,0.0698779448192219,0.0785145654734478,0.0454473187424256,-0.00975288051236589,0.0483316974264234,0.0421690765718772,0.0468542870077489,0.0224365947594141,0.0345496774191378,0.0356734396035208,0.0415832364732527,0.0378755590945445,0.0262560195411616,0.0206244553022614
"DOM",243,"Dominican Rep.",0.103203970549496,0.098891637478113,0.121308973286174,0.0582862974648375,0.0506289854434758,0.0651146394020579,0.0485775336386247,0.0212200521720156,0.044280762392896,0.0767080516474348,0.0418984243439713,0.0168540740402001,0.0452405506226672,0.0124511283538435,-0.0214538726824749,0.0346139369191718,0.0963765271530548,0.0213306047209318,0.0430646225459199,-0.0513132724003693,0.00764075428891076,0.0999640473818371,0.0697377237428576,0.0227706550421054,0.0534816946518344,0.0688850422751166,0.0770005261805373,0.0677582528934124,0.0649943174717809,0.0550241609344919,0.0179309255881623,0.0562683848024204,-0.00253721029658394,0.0130346194908242,0.0885854238417227,0.101393058763191,0.0813464347344119,0.0315907405383786,0.00941702970044211,0.080101083005097,0.0308533170140652,0.0268110507535706,0.0476009322464197,0.0681302011723144,0.0669763691946592,0.0644684277218524,0.0456109210287678,0.0674954037395992,0.0492868297106863
"ECU",248,"Ecuador",0.0610255021844477,0.048958235459688,0.13059544114601,0.106236704676276,0.104109149366984,0.0713639231564809,0.0159210195178119,0.055499173791242,0.036660234269748,0.0364156541380627,0.0546100858862175,0.00612952004994582,-0.00337438770547571,0.0259141304290669,0.0385954039691345,0.0340611148416929,-0.0025941921179502,0.057234910174067,0.0100075818351293,0.03613817574929,0.0420182094689796,0.0209227337636797,0.0195400401383701,0.0417008098182432,0.0222755125131151,0.0171692603904265,0.0423682297185817,0.032143122158466,-0.0485537014241704,0.0108587892103298,0.0393710118610251,0.0401508293321982,0.0268647081238473,0.0789130300008338,0.051560727629365,0.0430928541677069,0.021664635893524,0.0616323867606603,0.00564898850557327,0.0346457376779057,0.0757393880885964,0.0548855201635483,0.0482805824111754,0.0371885501642506,0.000988225036559598,-0.012339694171132,0.0234078033350649,0.012810546667426,0.00053694764687684
"GTM",258,"Guatemala",0.0543344601609697,0.0707664245752433,0.0656269158556952,0.061800724330709,0.0193122182628009,0.0712714190530477,0.0751929502925943,0.0487587287849536,0.0460239539873442,0.0368149423890909,0.00664038964682945,-0.036135585076039,-0.0258568686226059,0.00471737565580632,-0.005908702390645,0.00139547908943705,0.0348261559278349,0.038185505354944,0.0386685279477224,0.0305541076437912,0.0359291938231348,0.0472493878286659,0.0385302599796109,0.039539175953923,0.0483512898209479,0.0290012540175848,0.0420946494844419,0.0465807840914714,0.0406143824884406,0.0354483171917437,0.0230490717997078,0.0379374794889973,0.0249928853941821,0.0310342715801575,0.0320812118344183,0.0523990937408225,0.0611350359122849,0.0322842450200369,0.00524806935580102,0.0282897877923052,0.0407766863395143,0.0292677134974273,0.036306897333942,0.0434806424753358,0.0401065995664069,0.0264257284949174,0.0297863255792628,0.0316430452213279,0.0377389413235125
"HND",268,"Honduras",0.0391726920056872,0.0560239287481838,0.075755188469822,-0.0123522810392025,0.0210829403121515,0.0998516245537004,0.098794081469828,0.095361932360607,0.0455889934781677,0.00666260941679653,0.025016483848983,-0.0140098404954774,-0.00928652905039762,0.0425392413701235,0.041028965355224,0.0072008311481131,0.0585649399698429,0.0450676135939396,0.0423489494658291,0.000968380056781015,0.0320027411703823,0.0547182323624185,0.0604366241996814,-0.0131182815031519,0.0399887398623289,0.0351587085473639,0.0487302620684691,0.0286029862954358,-0.0190761634345051,0.0558901242347662,0.0268658979379932,0.0368579472483681,0.0444709964182124,0.0604538064558202,0.05874614144542,0.0636059901615749,0.060044122044582,0.0414451216617664,-0.0246169106333838,0.0366322275225759,0.0376396041305629,0.0404573011455316,0.027533115568513,0.0301224603162034,0.0376818803937518,0.0381919868502116,0.0472900931814788,0.0363028968468875,0.0261821406616942
"MEX",273,"Mexico",0.0408675208905542,0.0814680717265279,0.0807416439864284,0.0593132509466567,0.0545931574240797,0.0415139075388762,0.0338484451922518,0.0792714029202237,0.0875965518966311,0.07995752069011,0.084286382735959,-0.00709587747959262,-0.0439084868223603,0.0353629291130808,0.027345424323812,-0.0382620017335498,0.0183874103888737,0.0123775161944142,0.0411254903498008,0.0494404672865283,0.0413555354608057,0.0356436391429682,0.034922235910253,0.048228854968654,-0.0649784853229942,0.0655374093224417,0.0662263156080218,0.0503502092918406,0.0271631933221155,0.0482419846676283,-0.00405214398220011,-0.000398522948840352,0.0143602451952631,0.0384568327133259,0.0228158607679347,0.0439697923321205,0.0226558130893864,0.0113708875843077,-0.0543055930017715,0.0499144718483855,0.0359751583273269,0.0357755341386348,0.0134500539746174,0.0276574067727609,0.0323509999419596,0.0286898863034573,0.0209596155261824,0.0211346756867847,-0.00304523400673418
"PAN",283,"Panama",0.091698709107483,0.0451112428237437,0.052652556679659,0.0239715413428438,0.0158500824671055,0.0162189834801776,0.0110996991007273,0.0935369438825955,0.0438788852434353,0.141626768495955,0.0854712494101371,0.0378041022351745,-0.0153542187855358,0.0212987204256034,0.0495313394383157,0.0436640836756013,0.0297849760152591,-0.106905422737288,0.0155017236708073,0.0778771769549778,0.0900144194253496,0.0788266728581917,0.0531212202369549,0.0281028562101948,0.0173650831758589,0.0277182026449765,0.0626506924417143,0.0708632393598911,0.0383600196621288,0.0268540683443437,0.00569996734229861,0.0220441214796931,0.0411972654277477,0.0725260483191867,0.0694446895068364,0.0818357582985136,0.114334185349824,0.093997061571903,0.0123532091765419,0.0566450628443924,0.107181405833478,0.0932974701419873,0.0667558375386346,0.049424362958943,0.0557439268830517,0.0483465839107406,0.0544060216515785,0.0353481375313933,0.0299445172280954
"PRY",288,"Paraguay",0.0554340897847254,0.0648504392670635,0.0723207281866038,0.0815802447478511,0.069527176063545,0.070019857361121,0.103764532117202,0.107509174538031,0.107570728320805,0.108327205288655,0.0835657958736586,-0.00988399372245041,-0.0304588425320684,0.0302770720009082,0.0389280144751503,8.4881973480222e-05,0.0423656037939804,0.0616409528113024,0.0563592316900117,0.0304564171361026,0.0243854078495342,0.0178402230339838,0.0405841162556033,0.0304726966870508,0.052955908769043,0.00415209154849627,0.029424165625052,0.00587894742693251,-0.0150776066838159,-0.0338194292194505,0.0202967028000529,0.140010248365181,0.0423000571307295,0.0397726874241506,0.0211106237439633,0.0469513694335344,0.0527975578128501,0.0616511409031002,-0.00258300601126749,0.105654077577052,0.0416130545680211,-0.00539964840193541,0.080819344293527,0.0474644431955138,0.0303388057920859,0.0422248787530126,0.0483497496383354,0.0330108997638696,0.00223729006350482
"PER",293,"Peru",0.0448830189935325,0.0341843547632461,0.0608780140316068,0.0897204219693002,0.0421094586485378,0.0143673568349385,0.00348450726528782,-0.0267804085977144,0.0400929584136485,0.057734231679996,0.0540339632177815,-0.00222976070351599,-0.10990513700153,0.0354470822471242,0.0204018180679935,0.0900779330017354,0.0928175762565804,-0.0991716308613313,-0.131385623752204,-0.0511097357528811,0.0219499431587238,-0.00541972614099784,0.0511071905722567,0.11607827965695,0.0714959503554446,0.0276051834023647,0.0627571783376677,-0.00392306338205195,0.0148384743612571,0.0265871002106746,0.00615995931321045,0.0531001465050398,0.0408062705819798,0.0483919584613286,0.0609545591701952,0.072589528087029,0.0817494104791106,0.0873381600398737,0.0108986523300487,0.0800346348826171,0.0613508003368466,0.0595863587825747,0.0568764402494608,0.0235423614177268,0.0320047879003855,0.038771734130675,0.0248763822476175,0.03899885406517,0.0212734872819436
"URY",298,"Uruguay",0.00119817775854791,-0.015650240067524,0.00364240339907873,0.0309481246351702,0.0569815723149674,0.0390760746176895,0.0116728413839198,0.0512762247344973,0.059859843131326,0.0582607682748701,0.0188119286979767,-0.0986199147190412,-0.0603116605210889,-0.0109825627583842,0.0146470937387146,0.0848611736570355,0.0763409348060904,-8.70201962044348e-05,0.0127734233176113,0.00911819157677662,0.0313090843917578,0.0871244768342976,0.0257167888369825,0.0703569713604164,-0.0146100312595898,0.054124316412226,0.0481330556101227,0.0441976534613957,-0.0195825954847102,-0.0194874446968818,-0.0391999881374723,-0.0804726705178336,0.00802055910791033,0.0488301406917717,0.0719478248679373,0.040169198746959,0.0633645696804894,0.0693034532857784,0.0415592687938986,0.0751390179996942,0.0503330858197195,0.0347703135562583,0.0453322175525948,0.0318740954321566,0.0037008917374699,0.0167565971183556,0.0255841392265292,0.0160701840220696,0.00221901350854203
"VEN",299,"Venezuela, Rep. Bolivariana de",0.0302484342246014,0.0320546538210227,0.0606758819812345,0.0588684846136669,0.0589068690722758,0.0840742815054547,0.0650585232283234,0.0211580631674551,0.013266682979836,-0.0200851094340351,-0.00302353124763677,0.00679969945858616,-0.0578090657973771,-0.0136314194808556,0.00193117736116832,0.0630719321259097,0.0351900061367001,0.0565823191334083,-0.0895952917326586,0.0626737399318298,0.0928516095964351,0.0588392300798066,0.00275010007588428,-0.0237754671585577,0.0387557878781006,-0.00198027699628511,0.0617620561277441,0.00293542523996315,-0.0615620561852701,0.0362067484369568,0.0333793489079568,-0.0927263897206974,-0.0807243619758573,0.167938602848141,0.0981960794266286,0.0941476922152056,0.083915734591999,0.0514326494794108,-0.0325478907151613,-0.0149995970671419,0.0409164302065204,0.0547333257263247,0.0133419061884066,-0.0397227465167571,-0.0642331658734481,-0.186815728175434,-0.170449123859003,-0.21842289324656,-0.430782960388953
"BRB",316,"Barbados",0.0383811040878594,0.0126575174586598,0.0133180135051383,-0.0476247123434614,0.0392701819667556,0.0426783291836665,0.0357744686549841,0.0476174685967976,0.0759699198734003,0.0428014724592733,-0.0194761658369602,-0.0505711605280101,0.00506742195663357,0.0348986271336154,0.0107322124614679,0.0497035266204966,0.0253116632902071,0.0339605787019241,0.0353781157854502,-0.0335564179184766,-0.0399170382963909,-0.0724067114283002,0.012144537673735,0.0371486984097755,0.0200306019001646,0.0388963700510434,0.0463123044797218,0.036721998277895,0.00325346665132109,0.0435675940304954,-0.0239581762385139,0.007880134999807,0.0214802633862661,0.0139695547222196,0.0388838961724769,0.0551374595172192,0.0217802775236038,0.00695238214003169,-0.0520916228714778,-0.0231383134569487,-0.00675568061171994,-0.00450657898696605,-0.0142145164986225,-0.00126492315400561,0.0241703417510539,0.024549541151746,0.00476379439355235,-0.00584711911190006,-0.000961734610868348
"JAM",343,"Jamaica",0.0297157573168505,0.0875771929740914,0.0126773820581558,-0.0396355997593503,-0.00306153634989847,-0.0667521726176297,-0.0240758039553057,0.00542869039041172,-0.0185890434777232,-0.0589733736428055,0.0252673001372585,0.0121874833052544,0.0226004003531521,-0.00858420552097172,-0.0475418931285212,0.0166891749068867,0.0743748131922128,0.0284438163258365,0.0661498681678925,0.0531437411994453,0.00870322151861025,0.098314201740541,0.0194827520712071,0.00888017115318718,0.0102402177710683,0.00313223940859508,-0.0098917438100159,-0.0123400947296037,0.00983893961901749,0.0068901448880645,0.0127269419807732,0.00672609363456722,0.0360071077749069,0.0131514549396758,0.00889824009156293,0.0285780577787129,0.0143387272151596,-0.00814998808875345,-0.0444264307518072,-0.0146778482150047,0.0171551106634436,-0.00615497483877903,0.00516363616885052,0.00687453355815038,0.0091727096378289,0.0136585552550912,0.00992180065010118,0.0187229686349379,0.00888325359621511
"TTO",369,"Trinidad and Tobago",0.010287496086768,0.056188067775043,0.0163706370250409,0.0373669285097762,0.0144581450752916,0.0623431226343953,0.0870113642156163,0.095559883359229,0.0355648000946367,0.0985906887295975,0.0448313843692816,0.0373298380983904,-0.108819793862645,-0.0592254430743591,-0.0420984623467646,-0.0333655543633711,-0.0466724996097181,-0.0399955804094976,-0.0082701071966973,0.014924226286583,0.0264839044989653,-0.016615874868668,-0.0145897619034798,0.0350011286666785,0.0388044082105861,0.0680621839006808,0.0741061020098108,0.0784055544257125,0.0767688686861714,0.0667484560699947,0.0408881683408211,0.0763171050314675,0.134889569100586,0.076498743770701,0.0602461860305024,0.126759210137735,0.0437391662468318,0.0333549124783676,-0.0449107946430694,0.032687128517944,-0.00293941287990584,0.0128494469100637,0.022045155866369,-0.00916695266770162,0.0147263111254734,-0.0576466843103489,-0.0303258599367044,0.000659744574289078,-0.0125429926547227
"CYP",423,"Cyprus",0.121914273449612,0.0667623232669587,0.025184200836124,-0.185296703525111,-0.210815594924672,0.165285438900106,0.146464780014679,0.0736606786318159,0.0941407255943165,0.0575143983180695,0.0300539901821271,0.0610148997122284,0.0518214405349298,0.0845574608775905,0.0458626587229425,0.037380044546321,0.0682032075519459,0.0794021463400316,0.0777735274799447,0.074619722368622,0.00672425076660588,0.0901181650645881,0.00697480243421822,0.0561682983603511,0.0946186299069698,0.0124021675760559,0.0260690549308897,0.0593124235302049,0.0487731843507273,0.0579434829609671,0.0387647289478057,0.0365481362997002,0.025897602627948,0.0490408364358572,0.0473883421070518,0.0460633796169478,0.0497192832653131,0.0358231103615854,-0.0203625138656047,0.0199504239553008,0.0040054140010799,-0.0350757582232575,-0.0677798323722651,-0.0188131037150328,0.0331946706680188,0.0652852473790997,0.042686580920531,0.0397689974636517,0.031789745086293
"IRN",429,"Iran, Islamic Rep. of",0.128407061242278,0.135396048336222,0.0717779938220158,0.0563902988064431,-0.00326742351690257,0.167719001202904,-0.0281276918563726,-0.137434598141317,-0.128069281367214,-0.243341698391845,-0.0586549381448798,0.20840546580343,0.105140976179998,-0.074075590505041,0.0185040907566751,-0.102973385272598,-0.00172253968723801,-0.0627481050270884,0.0595145753386692,0.127468589452562,0.119702531260934,0.0324476174908703,-0.0148193287481746,-0.0171287042000561,0.0237267054271584,0.0783622215086162,0.0201873575919986,0.0190640536287852,0.0312096539878528,0.0400556027345527,0.0198957775884523,0.0769322800547414,0.0807099381635439,0.0330229843004588,0.0313999191997425,0.0487882205551831,0.0784023543544627,0.00250551675556387,0.0100233534525174,0.0563608651091769,0.0261132027869415,-0.0773623019585976,-0.00194267364779499,0.045006154113592,-0.0132945318375395,0.12571812058358,0.0368640503222704,-0.0557137538359687,-0.067317429184353
"ISR",436,"Israel",0.10391919137688,0.114636399323686,0.0543694266078276,0.0627508932908842,0.031913454133548,0.00321989376122644,0.0102997368675375,0.0540628289914924,0.0602275158701708,0.0165663398231377,0.0520223528930952,0.0206111373388449,0.0330392335279051,0.00928889686356982,0.0395757984734839,0.0410473878685806,0.068963504824076,0.0286846990084371,0.00573104981242345,0.0706000786868177,0.0744218512925929,0.0747295731808553,0.040342686579022,0.0716492557868875,0.0836318802449227,0.0489286327678915,0.0397830121111333,0.041375180896555,0.0355800830786865,0.0847544058463932,0.00157920704549319,-0.00176367023597379,0.0109838534343698,0.0478108938112687,0.0406013612846756,0.0561773336457883,0.0588640943107706,0.0328006382277994,0.0102008966366487,0.0542616069008179,0.0476342752234036,0.0234230818587449,0.0418065942203985,0.037084364415735,0.0228586054577615,0.0390469031575424,0.035122547765889,0.0338330205851189,0.0344322739474077
"JOR",439,"Jordan",0.00922617002307646,0.0555698508276379,-0.0684069619563967,0,-0.00830315194115094,0.132097330843738,0.0797203433810285,0.136971616008926,0.188990128022086,0.106023931161953,0.158530169173574,0.0679009926554119,-0.022447483360585,0.0420215746733881,-0.0274427033274716,0.053584733780168,0.0229669397609662,0.0145158847111517,-0.113495954219434,-0.00276287327506175,0.0159572720983086,0.134091833476413,0.0438276960922153,0.0486640758177348,0.0600251185868057,0.0206175334294514,0.0325986853310614,0.0296761990858361,0.0333344852457422,0.0415801021498456,0.0513573900803159,0.0562272697593542,0.040774277775828,0.0821991455701845,0.0783176399044549,0.0778214320244963,0.0785904211540078,0.0697166918052901,0.0490215649974477,0.0228803538244993,0.0269913017370129,0.0240135135010551,0.0257806852117586,0.0332857970612412,0.0246439759835333,0.0197531223302043,0.0206510795143604,0.0191480456346103,0.0193540943429458
"EGY",469,"Egypt, Arab Rep. of",0.0338303502075821,0.0378236074817941,0.00702764537063594,0.0245511443800073,0.049628095751169,0.128463523121075,0.0749774737690903,0.0762062427564807,0.0979596510383729,0.0948643224364449,0.0368726594563107,0.0944659758787854,0.145519449433905,0.0971236297859868,0.0653344754980054,0.0197387624221115,0.0756712142587137,0.0516501826541713,0.056530458539811,0.0565295025429506,0.0520356103621697,0.0645080419847659,0.0284204428732355,0.0387206793714689,0.0445686794853586,0.0499100297283537,0.053456732606179,0.0394521438747457,0.0593051539938898,0.0524340526054239,0.0346341577217135,0.0313582212540915,0.0314343606489391,0.0401042447722482,0.0437458856591597,0.0661997712439124,0.0684792135793639,0.0691174483898589,0.0456792849540317,0.0501900942122155,0.0174929228149825,0.0220178677084704,0.0216175471286206,0.0287420231349369,0.042791957644301,0.0425470071799374,0.0409630087984549,0.0517772497304669,0.0540874358269772
"LKA",524,"Sri Lanka",0.00518031374461714,0.0312057249525974,0.0346617818811463,0.0387486464749127,0.0333903105767597,0.0371718679526758,0.0402263550316757,0.0831185747352929,0.0589045338367065,0.0597820027384177,0.0539939761906005,0.0505567485935341,0.0464320784761387,0.0492797259466116,0.0489491103156539,0.0418493030990916,0.016086341717358,0.0274113316834583,0.019549853291899,0.0605239534104243,0.0470835286561719,0.042857972016348,0.0668696204651429,0.0549539203829692,0.0538191464597588,0.0368841840777669,0.06246587725186,0.0464000851502497,0.0418578414327868,0.0580720741875389,-0.0137884266901995,0.0394146025785354,0.0577051873448173,0.0530198816027969,0.0605469739113076,0.0738850102532762,0.0657579831649144,0.0577979951633729,0.0347774345335594,0.0771086616065961,0.0807016170515489,0.0875032634658641,0.0333933331934908,0.0484158472292702,0.0488633136880239,0.0438889874736947,0.035156402958977,0.0325293992739368,0.0225778487237367
"HKG",532,"China, P.R.: Hong Kong",0.0703933546076225,0.10085560801102,0.115821309610592,0.0238638438929648,0.00490806390691212,0.149833026409562,0.11087576669107,0.0793738299694624,0.109363618368599,0.0962934846196717,0.0885673418634703,0.0290714249099455,0.0580517942025267,0.0950718351318827,0.00754171160252426,0.104865283738166,0.125738056845202,0.0816866555928488,0.02251405407155,0.0375899546120682,0.0554531044212467,0.0604825964281108,0.0601652272467721,0.0586086753913317,0.023460914405506,0.0417035390465905,0.0497398152864417,-0.0606278539430996,0.0247580952472557,0.0738411106418173,0.00559249727023747,0.0164316741637851,0.0301051952172067,0.0834213575235605,0.0712804006026193,0.0679638913200531,0.0626446990943847,0.0210557739094579,-0.0248981841155178,0.0654851437575008,0.0470233269170741,0.0168598474161143,0.0305442697238689,0.027250019638684,0.0235972397968212,0.0214622879738577,0.0372093941794169,0.0280767503267771,-0.0125736275211477
